date,close,open,high,low,volume
2024-10-07,220.66302490234372,223.46000516495792,224.6444949275546,220.30469199255063,39505400
2024-10-08,224.72412109375,223.2609296773624,224.9331397600325,222.2157907816424,31855700
2024-10-09,228.47666931152344,224.1866374402548,228.6857031876272,223.7884964805669,33591100
2024-10-10,227.97897338867188,226.72481576308653,228.43684913724616,226.11764095959848,28183500
2024-10-11,226.49588012695312,228.23777327090536,228.34726430462075,226.2868462669136,31759200
2024-10-14,230.228515625,227.6405539391785,230.65651637799863,227.54102629778745,39882100
2024-10-15,232.76670837402344,232.52781469355563,236.3898456598821,231.29355345996072,64751400
2024-10-16,230.70626831054688,230.52710945831015,231.04468960128423,228.77525301100687,34082200
2024-10-17,231.07456970214844,232.348638945834,232.76670668063704,229.4521309302649,32993800
2024-10-18,233.91136169433597,235.0858880500012,235.0858880500012,232.92594240501305,46431500
2024-10-21,235.384521484375,233.3639265084296,235.75281781754072,233.3639265084296,36254500
2024-10-22,234.76739501953125,232.80651969699693,235.12572795126604,231.52250221800776,38846600
2024-10-23,229.6910095214844,232.99563706556216,234.05072423456664,226.7049068825192,52287000
2024-10-24,229.50189208984372,228.9146137210552,229.75073396519565,227.35189464165865,31109500
2024-10-25,230.3380126953125,228.6757506783198,232.13962556438537,228.5065400142299,38802300
2024-10-28,232.3187713623047,232.2391553268284,233.64261197661628,231.47271808946843,36087100
2024-10-29,232.5875244140625,232.0201728307493,233.2444706163013,231.2437873874136,35417200
2024-10-30,229.03407287597656,231.5324398883544,232.38845656475567,228.48661770128336,47070900
2024-10-31,224.8634796142578,228.27758291037028,228.76531846185907,224.32597264925337,64370100
2024-11-01,221.8773956298828,219.94638005344729,224.30609500692117,219.24962577022424,65276700
2024-11-04,220.9815368652344,219.96627293386248,221.75792231303785,218.69220372782075,44944500
2024-11-05,222.4148712158203,220.7725208689619,222.91255498009292,220.11557465497725,28111300
2024-11-06,221.68826293945312,221.5787719009408,225.02275032206143,220.16535179621147,54561100
2024-11-07,226.4261932373047,223.5894049928319,226.82434934768688,223.52968537330025,42137700
2024-11-08,226.15716552734372,226.366414165256,227.8511489598711,225.60910803907555,38328800
2024-11-11,223.4368133544922,224.2040938441064,224.9016146506588,220.7164746065314,42005600
2024-11-12,223.4368133544922,223.75568869738083,224.79200315214243,222.5698957238352,40398300
2024-11-13,224.3236541748047,223.2175800878685,225.84824072641777,221.97200184604,48566200
2024-11-14,227.41270446777344,224.22402706703755,228.06039910056816,224.2040935569292,44923900
2024-11-15,224.2041015625,225.59914322363005,226.11730807125568,223.4766880681117,47923700
2024-11-18,227.2134246826172,224.4532188000698,228.9273417095955,224.37349996104592,44633700
2024-11-19,227.4724884033203,226.1770839408332,229.34584301691132,225.8582238051146,36211800
2024-11-20,228.18994140625,227.25326410482543,229.11664435033197,225.0909420304879,35169600
2024-11-21,227.71165466308597,228.07038183414417,229.3458528412815,224.91159698015457,42108300
2024-11-22,229.05686950683597,227.2532745036032,229.90386885981252,227.2532745036032,38168300
2024-11-25,232.04624938964844,230.64124862727573,232.42491005721112,228.92733167542056,90152800
2024-11-26,234.2285003662109,232.50462429580293,234.73670603206307,232.50462429580293,45986200
2024-11-27,234.0989532470703,233.6405889619916,234.8562745603856,232.98291999142185,33498400
2024-11-29,236.490478515625,233.97938842310504,236.96877632211965,233.14236346053607,28481400
2024-12-02,238.7424774169922,236.4306920263062,239.93822952974796,236.3210805290228,48137100
2024-12-03,241.79165649414065,238.96170621081689,241.9012679940841,238.0549215480856,38861000
2024-12-04,242.1503753662109,242.01087120786053,243.24649032811607,240.3966066319756,44383900
2024-12-05,242.18028259277344,243.1269343008096,243.67497660990784,241.2735131113704,40033900
2024-12-06,241.98098754882807,242.05074723300527,243.7646642163996,241.22368140458013,36870600
2024-12-09,245.8771514892578,240.97455722335047,246.3654236467989,240.89483838917155,44649200
2024-12-10,246.8935546875,246.0166626912396,247.33200068563025,244.4721425450312,36914800
2024-12-11,245.6180877685547,247.08288910248365,249.91283942191652,245.38889040813984,45205800
2024-12-12,247.0828857421875,246.01666340683192,247.8601253939288,244.81093690846672,32777500
2024-12-13,247.25228881835935,246.94338782137356,248.4081739675946,245.36897496771653,33155300
2024-12-16,250.15196228027344,247.1127635400456,250.49077111704125,246.7739547032778,51694800
2024-12-17,252.58334350585935,249.1953766416157,252.93211150871377,248.8964348112852,51356400
2024-12-18,247.1725616455078,251.26802371656945,253.3805196542609,246.86366065893745,56774100
2024-12-19,248.9063873291016,246.6244946545368,251.10857637552837,246.21594133746916,60882300
2024-12-20,253.5897674560547,247.1625716512524,254.0979578981185,244.8208937111572,147495300
2024-12-23,254.3670196533203,253.8687883386418,254.7456651132031,252.55345036958025,40858800
2024-12-24,257.2866516113281,254.58623131585568,257.2965955586333,254.38692663500535,23234700
2024-12-26,258.1037292480469,257.27667867815336,259.1799258751944,256.7186620602343,27237100
2024-12-27,254.6858673095703,256.91793375888693,257.7848817480364,252.16481819720389,42355300
2024-12-30,251.307861328125,251.33775398934145,252.60326573181476,249.86299361835324,35557500
2024-12-31,249.5341796875,251.5470385357527,252.38406352835983,248.54767617168997,39480700
2025-01-02,242.98741149902344,248.0494281352692,248.2188401577881,240.96459363401945,55740700
2025-01-03,242.4991455078125,242.4991455078125,243.31623695542575,241.03434422978037,40244100
2025-01-06,244.1333465576172,243.4457849039297,246.45510633108967,242.33971076643533,45045600
2025-01-07,241.35321044921875,242.12047569552988,244.68139184839129,240.4962520142114,40856000
2025-01-08,241.8414764404297,241.06423680804883,242.8479134243992,239.20085656180404,37628900
2025-01-10,236.0121917724609,239.16100228470236,239.3104808095479,232.17580437363205,61710900
2025-01-13,233.5708465576172,232.7039288898965,233.8398957390806,228.90740850459227,49630700
2025-01-14,232.45480346679688,233.91960476413303,235.28475371553364,231.6476711610837,39435300
2025-01-15,237.028564453125,233.80999436776756,238.11472029161555,233.6007305222416,39832000
2025-01-16,227.4525604248047,236.51041752509497,237.1680713225123,227.22337827123215,71759100
2025-01-17,229.16647338867188,231.2989028272768,231.4682996512766,227.67177943063624,68488300
2025-01-21,221.85243225097656,223.20762199269612,223.62613445935492,218.6039696546368,98070400
2025-01-22,223.03823852539065,219.01252087308487,223.3272060060417,219.01252087308487,64126500
2025-01-23,222.8688507080078,223.94503224654224,226.2269251350915,221.51366083038823,60234800
2025-01-24,221.991943359375,223.9848686181573,224.831867935065,220.6267944226493,54697900
2025-01-27,229.04690551757807,223.2275672861503,231.3287982977573,223.18770026542344,94863400
2025-01-28,237.41717529296875,230.03339893004485,239.34035603116672,229.99353191106584,75707600
2025-01-29,238.51329040527344,233.29182086679864,239.01152170916103,233.1822093717508,45486100
2025-01-30,236.7495574951172,237.82573898228924,239.93823493591583,236.37091202718116,55658300
2025-01-31,235.16519165039065,246.31561143302469,246.31561143302469,232.61424963136,100959800
2025-02-03,227.20343017578125,229.17643705581955,231.0099245763286,224.90160402054903,73063300
2025-02-04,231.9765167236328,226.44614576626617,232.3053512351318,225.8482620717564,45067300
2025-02-05,231.64767456054688,227.72160926815613,231.84696405052935,227.46253445166025,39620300
2025-02-06,232.39501953125,230.47183871784503,232.9729696905443,229.61488023403817,29925300
2025-02-07,226.82481384277344,231.7772347780746,233.17227650429416,226.4561122970612,39707200
2025-02-10,227.0941162109375,229.0094413336025,230.02693972945136,226.64521806905947,33115600
2025-02-11,232.05198669433597,227.64278121837336,234.6556142397685,227.57296005864197,53718400
2025-02-12,236.29161071777344,230.63545743654387,236.38140252594317,230.11672290007743,45243300
2025-02-13,240.9402313232422,236.33151730066413,241.74825103145727,234.99479296308533,53614100
2025-02-14,244.00274658203125,240.66092045804317,244.9504238462646,240.40156080072012,40896200
2025-02-18,243.87306213378903,243.55383619329416,244.5813199542748,241.2494791133952,48822500
2025-02-19,244.27207946777344,244.0626007630516,245.40929524371265,242.56626341463,32204200
2025-02-20,245.2297515869141,244.34192533458383,246.17742890005937,243.6935033255141,32316900
2025-02-21,244.95042419433597,245.34944139409683,248.08275639920348,244.6212281548445,53197400
2025-02-24,246.49664306640625,244.3319283268952,248.25234005966587,243.82317911276243,51326400
2025-02-25,246.4367828369141,247.3944454522674,249.38956194785015,244.3119941197594,48013300
2025-02-26,239.77310180664065,243.7334092806253,244.3818160551289,238.5461094200037,44433600
2025-02-27,236.72056579589844,238.82541422357912,241.86796980219768,236.4811463462344,41153600
2025-02-28,241.24948120117188,236.37142201455796,241.4988707612677,229.63790389196947,56833400
2025-03-03,237.4487762451172,241.19958958341564,243.43412542285543,235.5334663348245,47184000
2025-03-04,235.3539123535156,237.1295800554318,239.4838181516717,234.10696453181083,53798100
2025-03-05,235.1643829345703,234.8451569942085,235.97240266650644,228.67026910680244,47227600
2025-03-06,234.75538635253903,233.86756011302523,237.27920752401755,232.59068676229825,45170400
2025-03-07,238.4862518310547,234.53591456798168,240.78062356819368,234.1867631010968,46273600
2025-03-10,226.92454528808597,234.96486230654432,235.583358769024,223.6725108894593,72071200
2025-03-11,220.30075073242188,223.26349982428485,225.2885417663285,216.9190290202944,76137400
2025-03-12,216.4501800537109,219.60246770742089,221.20853706339403,214.38524243690583,62547500
2025-03-13,209.16799926757807,215.42269353923288,216.31051974194543,207.9110813961123,61368300
2025-03-14,212.9687042236328,210.73416839029963,213.4275724686152,209.06824803363213,60107600
2025-03-17,213.4774627685547,212.78914514941675,214.69448503570536,209.4573042902151,48073400
2025-03-18,212.1706695556641,213.6370814211214,214.624654360469,210.97360268345204,42432400
2025-03-19,214.7144317626953,213.6969181399133,218.22582565599035,213.2280645696868,54385400
2025-03-20,213.5772247314453,213.4674927164621,216.9589465476154,211.70181037410745,48862900
2025-03-21,217.73704528808597,211.0434226778215,218.30564558008663,210.7641075832368,94127800
2025-03-24,220.19102478027344,220.460369765545,220.9391934559484,218.04628066528423,44299500
2025-03-25,223.2036590576172,220.23093972638688,223.5528105346996,219.5426220965296,34493600
2025-03-26,220.98907470703125,222.9642357514217,224.4705584289048,219.93166541277708,34466100
2025-03-27,223.3034210205078,220.84942102067788,224.4406368200556,220.02144584411212,37094800
2025-03-28,217.3679351806641,221.12873402087155,223.26350805320467,217.1484711493609,39818600
2025-03-31,221.58761596679688,216.4801074447652,225.06908447075045,215.7020132379398,65299300
2025-04-01,222.64503479003903,219.27328293515097,223.1338286051108,218.3655012478301,36412700
2025-04-02,223.34332275390625,220.7796058888877,224.6401515625236,220.48033536050963,35905900
2025-04-03,202.69384765625,205.0381002304481,206.98335084549157,200.758582364718,103419000
2025-04-04,187.92002868652344,193.4165691841804,199.391948603074,186.88255957870848,125910900
2025-04-07,181.0169219970703,176.76731422169505,193.6759230716255,174.19361217758157,160466300
2025-04-08,171.9989776611328,186.2441070957976,189.8752182218586,168.79682446290911,120859500
2025-04-09,198.3644561767578,171.53013119082922,200.1201531468693,171.47028013366514,184395900
2025-04-10,189.9550323486328,188.60833789927736,194.30438674913324,182.553152263757,121880000
2025-04-11,197.6661529541016,185.64558871717136,199.05275825525484,185.6056778647687,87435900
2025-04-14,202.02549743652344,210.9237150406947,212.42005238891585,200.6688176319417,101352900
2025-04-15,201.6464080810547,201.36709301089155,203.01305790446213,199.3121256140358,51343900
2025-04-16,193.79563903808597,197.8756484915953,200.2099310657198,191.9002692932641,59732400
2025-04-17,196.4990234375,196.71848747425943,198.34451232255947,193.9452767059697,52164700
2025-04-21,192.6883544921875,192.79808650813249,193.3267911609043,189.34652827875263,46742500
2025-04-22,199.25228881835935,195.64111763020085,201.097762433896,195.49148998245192,52976400
2025-04-23,204.1004180908203,205.4969935115097,207.49210995336895,202.30481024884085,52929200
2025-04-24,207.8612060546875,204.38970763388747,208.32008954356945,202.44447210591892,47311000
2025-04-25,208.76898193359372,205.86608387594285,209.2378355121778,205.69650080604464,38222300
2025-04-28,209.62689208984372,209.48723454234343,210.9835719319316,206.95344326011443,38743100
2025-04-29,210.6942901611328,208.1804390437069,211.72177396764008,207.86121308906752,36827600
2025-04-30,211.9811248779297,208.78894157113288,213.0584895980106,206.16535854293036,52286500
2025-05-01,212.79913330078125,208.5694808389541,214.0360957896086,208.3899124386699,57365700
2025-05-02,204.8485870361328,205.58677037884885,206.4845819118293,201.66637387157863,101010600
2025-05-05,198.40435791015625,202.6040848015313,203.60164304236295,197.72602561272544,69018500
2025-05-06,198.02528381347656,197.72602851406052,200.1600578713198,196.538931754607,51216500
2025-05-07,195.7707977294922,198.6836658614824,198.9530108388585,192.77812311451905,68536700
2025-05-08,197.00778198242188,197.2372161152265,199.56152863729463,194.20463054641704,50478900
2025-05-09,198.0452423095703,198.51409591462888,200.0503289543839,197.05765414160052,36453900
2025-05-12,210.5510406494141,210.7308445260501,211.0305074927824,206.5156271207593,63775800
2025-05-13,212.6886138916016,210.19144790738707,213.1580823159532,208.76307628033237,51909300
2025-05-14,212.08929443359372,212.18917192393891,213.69746987061376,210.34127831689767,49325800
2025-05-15,211.21029663085935,210.71086343228012,212.7185946451233,209.30245815432872,45029500
2025-05-16,211.0205078125,212.11926693678467,212.32903558469047,209.53220664773164,54737900
2025-05-19,208.54331970214844,207.67431083672196,209.2425231134968,204.02843943795537,46140500
2025-05-20,206.62550354003903,207.4345828831543,208.2336790492342,204.79757620413463,42496600
2025-05-21,201.86090087890625,204.93741112479617,206.8052863577864,200.4824756537251,59211800
2025-05-22,201.13172912597656,200.4824720941681,202.52015274475195,199.4736073247078,46742400
2025-05-23,195.04864501953125,193.4504526925712,197.4758830409797,193.2406992850713,78432900
2025-05-27,199.9830474853516,198.07520901450675,200.51244545494848,197.20618488735448,56288500
2025-05-28,200.1927947998047,200.3626002526684,202.50017366149785,199.6733800230216,45339700
2025-05-29,199.72332763671875,203.3492174371598,203.57895243464628,198.28495762525483,51396800
2025-05-30,200.622314453125,199.143981266816,201.73105672211125,196.55692105301176,70819900
2025-06-02,201.47134399414065,200.05295557621693,201.9008644592711,199.8931332988897,35423300
2025-06-03,203.03956604003903,201.1217444882778,203.5389992121068,200.7321872237246,46381600
2025-06-04,202.590087890625,202.6799822074808,206.00620910456837,201.8709028727957,43604000
2025-06-05,200.40257263183597,203.26931435006065,204.5178973620389,199.92310578136212,55126100
2025-06-06,203.68882751464844,202.76987228695745,205.4668084267123,201.82095228760733,46607700
2025-06-09,201.2216339111328,204.15830357568728,205.76647909477697,199.79326227022588,72862600
2025-06-10,202.44024658203125,200.3726011094186,204.11835001917973,200.34263633745985,54672600
2025-06-11,198.55465698242188,203.26930749599725,204.2681738718989,198.18508130061548,60989900
2025-06-12,198.97418212890625,198.85432303920933,199.45363372918547,197.13627162659284,43904600
2025-06-13,196.227294921875,199.50357538920457,200.1428492549886,195.47814514596445,51447300
2025-06-16,198.195068359375,197.07634287373045,198.46476655376847,196.33717625414863,43020700
2025-06-17,195.418212890625,196.9764419642561,198.16509536417732,194.98870767431248,38856200
2025-06-18,196.35714721679688,195.71787336797544,197.3460303816964,194.84886452825484,45394700
2025-06-20,200.7721405029297,198.01527480684123,201.4713439140944,196.6368343380514,96813500
2025-06-23,201.2715759277344,201.40143343464243,202.07067208145293,198.7344620242812,55814300
2025-06-24,200.07293701171875,202.36033429336192,203.2093768046809,199.9730442780961,54064000
2025-06-25,201.33151245117188,201.2216365357081,203.43912119943792,200.3925755811161,39525700
2025-06-26,200.7721405029297,201.20164572639828,202.41028074115465,199.23389299836737,50799100
2025-06-27,200.85205078125,201.66113009938155,202.98962419564967,199.7732732765776,73188600
2025-06-30,204.9374084472656,201.7809871041056,207.15489297707504,199.0341046248948,91912800
2025-07-01,207.58441162109372,206.4357061767528,209.95171998702364,205.90630823197935,78788900
2025-07-02,212.1991729736328,208.6731759252599,213.09814660534315,207.9040445567577,67941800
2025-07-03,213.30792236328125,211.90950026104147,214.4066662563,211.56988934364432,34955800
2025-07-07,209.7119903564453,212.43889126622693,215.9848699115094,208.563300132892,50229000
2025-07-08,209.7719268798828,209.86183643928916,211.1903153368944,208.213697736729,42848900
2025-07-09,210.9006500244141,209.2924745188519,211.09043707809712,206.98509558510867,48749400
2025-07-10,212.1692047119141,210.27134950514616,213.237983779078,209.7918979255535,44443600
2025-07-11,210.92062377929688,210.33129628612957,211.88952536572023,209.6220944658076,39765800
2025-07-14,208.3834991455078,209.69201166358403,210.670911689046,207.3047216270235,38840100
2025-07-15,208.8729553222656,208.9828312368767,211.64980271899068,208.6831682659836,42296300
2025-07-16,209.92176818847656,210.06160887608692,212.1592191902425,208.40348697906975,47490500
2025-07-17,209.78192138671875,210.3313009439948,211.5599023237274,209.35240091776063,48068100
2025-07-18,210.9405975341797,210.63095139102305,211.54990664350103,209.46227954032304,48974600
2025-07-21,212.23912048339844,211.8595616297783,215.53538252867688,211.39009321998003,51377400
2025-07-22,214.15695190429688,212.89838571641525,214.7063314773177,211.9894136266437,46404100
2025-07-23,213.9072265625,214.75626907170556,214.90609293027535,212.1692088371252,46989300
2025-07-24,213.5176696777344,213.65751035981805,215.44548969662856,213.28793468034505,46022600
2025-07-25,213.63754272460935,214.45660521718813,214.9960015887686,213.15807589620647,40268800
2025-07-28,213.80735778808597,213.78737619229815,214.6064539631857,212.81847455673216,37858000
2025-07-29,211.03050231933597,213.93719187335407,214.5664825639156,210.58101550100253,51411700
2025-07-30,208.81301879882807,211.65977882345743,212.14922883427735,207.48452469073797,45512500
2025-07-31,207.33470153808597,208.25365677749065,209.60211724381097,206.92516266487007,80698400
2025-08-01,202.1505889892578,210.63095505795985,213.33788973606852,201.27158167093611,104434500
2025-08-04,203.11949157714844,204.27816503495924,207.64435521756303,201.4513712516652,75109300
2025-08-05,202.68995666503903,203.1694082424696,205.1072113881769,201.93082373064988,44155100
2025-08-06,213.0082550048828,205.39689808550256,215.1358452662651,205.3569348951669,108483100
2025-08-07,219.7805633544922,218.63187314031333,220.5996410833085,216.33447747046455,90224800
2025-08-08,229.0900115966797,220.57966572513484,230.73813503605493,219.00145500716468,113854000
2025-08-11,227.17999267578125,227.9199981689453,229.55999755859372,224.75999450683597,61806100
2025-08-12,229.6499938964844,228.00999450683597,230.8000030517578,227.07000732421875,55626200
2025-08-13,233.3300018310547,231.07000732421875,235.0,230.42999267578125,69878500
2025-08-14,232.77999877929688,234.05999755859372,235.1199951171875,230.8500061035156,51916300
2025-08-15,231.58999633789065,234.0,234.27999877929688,229.33999633789065,56038700
2025-08-18,230.88999938964844,231.6999969482422,233.1199951171875,230.1100006103516,37476200
2025-08-19,230.55999755859372,231.27999877929688,232.8699951171875,229.3500061035156,39402600
2025-08-20,226.00999450683597,229.97999572753903,230.47000122070312,225.7700042724609,42263900
2025-08-21,224.8999938964844,226.2700042724609,226.5200042724609,223.77999877929688,30621200
2025-08-22,227.75999450683597,226.1699981689453,229.08999633789065,225.41000366210935,42477800
2025-08-25,227.16000366210935,226.47999572753903,229.3000030517578,226.22999572753903,30983100
2025-08-26,229.30999755859372,226.8699951171875,229.4900054931641,224.69000244140625,54575100
2025-08-27,230.4900054931641,228.6100006103516,230.8999938964844,228.25999450683597,31259500
2025-08-28,232.55999755859372,230.82000732421875,233.41000366210935,229.33999633789065,38074700
2025-08-29,232.13999938964844,232.50999450683597,233.3800048828125,231.3699951171875,39389400
